label,comments
0,房间非常糟糕，零乱不堪，弥漫一阵腐霉气味，家具极其陈旧，地毯脏臭，冷热水不能调，龙头漏水，灯罩不翼而飞，不可想象居然还挂着三星的标志。有些酒店虽然营业时间久远，但维护得好，仍然可以入住。但此酒店简直象无人管理一样，破败不堪，非人可住的，与网站介绍完全不是一回事情。希望携程把好协议酒店的关，不能让此类酒店误导客户。
1,"这个酒店的房间有点旧啦,估计开了有好几年了,房门要两个人里外合力才能打开.周围环境不怎么样,建议以后还是住海边那片的房比较好.服务态度还行,餐点就实在不怎么样了.以后不为了省钱还是别住那儿了"
0,"觉得失望,并没有想象的好,书中教的方法一点也不具体,给人泛泛而谈的感觉,我只觉得在听别人吹水而不关自己事似的,总体来说不实用!"
0,东芝第一次启动vista的过程真的是太冗长了。 要是能配有东芝的包就更好了。
1,终于与儿子一起读完了草房子，儿子只有六岁，有些章节我没有读给他听，但是从故事一开始，他就被草房子里的桑桑、秃鹤所吸引，我也一样，虽然记忆中的童年并没有书中那么美丽忧伤，但是童心未泯的我，与儿子一起进入了草房子和油麻地小学。作者文笔极为细腻，跟着他的描写，就觉得心中那么轻松的抛开了一切，进入他的世界。所以，我向大家郑重推荐此书，尤其适合四五年级的小学生，会对他们的写作水平有帮助的。
1,东西好行，但是送货太慢，等送到了，居然已经降价400多了，这钱这么办啊！
1,目前的配置应该是最低价。光驱不是蓝光的！还有内存芯片超好“尔必达”的。
0,在看书的时候，发现了。很这本根本就没有网站介绍的那样的精彩，而且内容都不搞笑，只是提别人的生病。没有什么很滑稽的。。。。。真郁闷！
0,"这是我住过的最糟糕的所谓的4星酒店!酒店的装修很粗糙，我住的大床房,很硬.地毯很脏，大片的污渍。卫生间洗澡的喷头喷出的水打在身上要多难受有多难受!酒店特别靠近马路,早晨想睡个懒觉早早就被吵醒了. 我不知道他们的星级是怎么评的,要我说连三星都不算!不如住如家。"
1,"房间真的很干净,老公总是说我有洁癖,金版纳的房间卫生,我很满意! 服务态度也很好,头一天下午要洗澡,刚打开淋浴没有热水,打电话给服务员,说让我们放一会儿水,热水就来了.后来,服务员两次来房间问热水的情况,第一次让我们把水多放一会儿,第二次,她进房间检查淋浴,才发现是我们自己把热水方向搞反了,总之,服务非常及时而且态度很好! 酒店有个大的露天游泳池,感觉很不错,虽然没有亲自下水,但看到其他客人还是游得蛮开心的.游泳池的水很蓝,我们住了两晚就遇到一次游泳池换水,应该还是挺干净的. 酒点提供免费接机的车也很不错,接我们的是西双版纳少见的桑塔那3000,非常干净,司机人也很好,我们后来就是包他的车玩了两天半,价格很公道. 早餐的自助餐我觉得还不错了,五六个中式炒菜,几种西式蛋糕面包,沙拉,培根,还有牛奶,果汁,另外有米粉.印象中好象没有鸡蛋,我比较爱吃鸡蛋的,呵呵."
0,5月8日付款成功，当当网显示5月10日发货，可是至今还没看到货物，也没收到任何通知，简不知怎么说好！！！
1,"1,4799入手,性价比确实不错! 2,安装过程中功能正常,包括:屏幕无亮点,无蓝屏现象,声音\光驱刻录\网络\摄像头正常,噪声和散热都可接受; 3,颜色时尚,摆脱办公笔记本的感觉,适合家用."
1,因为青春，可以任性，不怕挥霍，愿意为爱飞蛾扑火。身处其间的人，有欢笑，有眼泪，有快乐，有悲伤，有甜蜜，有心碎，可是应该是不会后悔的吧。虽然只看完了第一个故事，可是苏瑾的勇敢与执着深深的打动了我，让我在深夜的房间里感动不已，心有戚戚。花样年华中的往事一幕幕浮上心头，多么庆幸我们拥有过那么美好、恣意的青春。如果当时再勇敢一点点，结局会不会不一样？
0,我在京东网买的华硕笔记本，第二天就发现严重的问题，无法使用。后来在华硕维修站的检测后发现是主板坏了，但由于检测过程中拖的时间很长时间，以至于超过15天包换期。现在，我要求换新机或者退货。
1,很好．非常干净．是新装修的．服务不错．早餐也很好．对了，被子很厚但非常松软．哈哈满意
0,一翻开这本书，就让人想起韩剧里头那些不温不火絮絮叨叨的韩国女人，可能这就是文化差异吧
1,这本书本来是帮朋友买的，结果收到以后翻开看了看，就放不下了，内容很有说服力，都是通过很多个故事来阐述优秀的品质的重要性，因为都是故事，所以不枯燥。这本书对个人的修养，良好习惯的培养很有帮助！尤其是对男生，责任心，自信心，道德，品质，涵养，宽容，这本书中都有提到，推荐给青年朋友们好好看看，对以后的生活 工作 学习 都很有帮助！
0,"敬告各位,再不要去这住了,晚上11点就关空调,上网一会有信号一会没有.早饭一般般,价格还不低,是我定过最差的宾馆 补充点评 2008年8月3日 ： 最多两星,也就是过去的招待所"
0,预装的VISTA系统很吃内存，2G内存的情况下，系统启动的速度仍然有点慢，而且启动时加载的程序实在太多了，桌面上图标一大排
0,位置没有携程说的那么中心，距离天河购物中心开车约6-7分钟，走路的话就免了吧。 酒店设施和装修很一般，最多一个三星标准。 不会再选择这个地方住。
1,我是因为巴菲特的缘故才去看了这本书，看完后感觉的确名副其实--实在是很值啊。作者虽然阐述的是艰深的价值投资理念，但文字却并不艰深，可以说行文相当流畅（比巴菲特要好得多...），还辅以各种实例（虽然那个年代的资产远没有现在丰富、但基本原理是不变的），讲解得清楚易懂。另外，翻译也比较令人满意。相信价值投资的人都应该看一看这本书，反正也不是很贵~~
0,觉得内容很空，也不知道是不是我的理解力不好，没看懂，还是它确实写得不清不楚、不明不白！
1,"春天的季节,没有什么比鸟儿的欢歌更美的声音了.这本小册子图文并茂,带在身边,随时可以识别我们可爱的小精灵,快乐的招呼一声:你好.连并着想到故宫的乌鸦都有了欢喜的感觉.珍惜我们还有这些可爱的朋友,如果看了<寂静的春天>,你一定会感叹错过了永远的失去了,鸟儿.带一本小册子,可以传阅给你的朋友,分享拥有春天般美丽的心情,象鸟儿一样放飞自己.热爱生活,热爱生命."
0,"我希望携程能多去找找性价比高的酒店,我是冲着四星去的,结果房间里是我想象不到脏乱差,首先进去一股很大的烟味象是前面入住的客人刚走没有来得及清洗,第二马桶的水下不去,淋浴的喷头及龙头是坏的,叫服务员换房间,前台却说你自己下来换,不知道整个邢台市还有有别的好酒店,我都服了,下次不去住了好在携程的服务还好,价格比前台问的便宜!"
0,我是不会装系统的，拿了无系统的本，真的很无奈，我呼吁，以后电脑到消费者手里，一定要是成品，装好系统的！不要半成品出厂！（我求人装系统都可怜啊！）
0,四个字，“糟糕透顶”。我是晚上十一点过入住的。首先是交通的不便利，到酒店必须走三峡大坝的专用高速路，同时还要到路过的几个武警“拦截站”停车检查专用的通行证。即使出示了酒店的证件也要被当兵的盘问很久，由于带着孩子心里很不爽。酒店安排专门为我们送通行证的接待人员还要我们开车到家里去接，办完手续后还要求送其回家。折腾半天下来已经快凌晨一点才到酒店。总台值班服务员的态度更加糟糕，没有笑脸就不说了，对
0,只因李安的电影《色，戒》，才买了张爱玲的小说来读。读后的感觉是失望——那么短浅，迷惑——李导演如何能以此拍出获奖影片？一个女人要诱杀一个男人（汉奸），在最后时刻突然觉得这个男人也许是真爱她的——他在给她买钻戒，而她却是要杀了他，于情于理都说不过去，于是仓皇中放走了他。但那男人却不会放过她……色使那个男人差点送了命，色（还有戒）使那个女人真的送了命。我想小说的精髓大概就在于此。这样的主题其实并没有什么新意，但写法上还是有耐人寻味之处。我欣赏的其实只是小说的标题：色，戒
1,刚收到货，从发货到收到很快，机子很好，没有什么磨损。而且配置都如产品介绍所说。可以说是相当棒！
0,"为什么价格总是变来变去,刚交完钱,还没见到货就又降价了.真不想要了."
0,差劲呀，还市中心的酒店呢，上网还要另外接线，４块钱一小时，抢钱啊！！！！！
1,我是在朋友推荐下买的这套书，女儿四岁，非常喜欢，每天都要讲至少两本才行。每个故事都很贴近生活，图画和语言都很生动有趣，既对孩子有教育意义，我自己也从中学习了如何应对孩子成长中的各种问题。是大人孩子皆宜的好书。每本书的故事都比较长，太小的宝宝不适合。有的内容女儿这个年龄还不太能理解，我觉得这套书可以陪伴她一直到上小学。
1,从总体上看，当一个热点从产生到发展，必然有一个市场从犹豫到响应的过程。而且一旦热点形成后不会马上结束，除非有突然的利空打压。只有热点升温到炙热状态才会退潮，这就是股谚中所说的“行情在欢呼声中结束”。因此，如果你看到你周围的投资者不愿意追入这个热点时，说明行情耒结束；如果你看到你周围的投资者部认同和纷纷加入这个热点，说明行情就要结束。认识这点对防范热点的转移和消退非常重要。
1,在现实中腐败以多种形式存在。我工作在反腐败的第一线，深刻体会到查处腐败案件之艰难，正如小说中侧面写到的那些人和事，从一定程度上揭开了腐败分子光鲜亮丽的衣着下藏着的那颗肮脏的心。作者是腐败分子身边的人，能够较为直接的从感性的角度去体味腐败的滋味，因此写的十分生动。那是一个灯红酒绿的世界，也是一条没有归途的绝路……谁能在其中独善其身？在腐败的重重包围中独自清白，谈何容易？
0,散热要好于540这些机器，表面很凉。但是通过EVREST检测CPU温度一般在66-69之间，硬盘和主板的温度较正常，但是CPU就恐怖了。把SD卡放在读卡器里面居然取不出来了，明天要客服搞定。
0,1，vista系统进不去 2，安装xp系统后，声卡驱动太费劲 3，蓝牙找不到了 4，价格还有些贵
1,我为女儿买了很多当当推荐的童书，如斯凯瑞、阿罗、卡梅拉等，女儿的兴趣都不大。唯独罗米系列她百读不烦，每天晚上都要我念一个罗米的故事才肯睡，很多故事她都能复述了。通过这本书，我真切体会到，合适的才是最好的。女儿通过这本书，与罗米比较，那些事罗米能做自己也能做，那些行为应该改正，通过罗米和行为了解一般的常识。我将罗米系列与女儿年龄相仿的几套都买了。
0,书本的质量很差：收到的书本前面几页装订反了，有几页本来就没有装订好，直接就可以拿下来。寄回当当网换货，20多天了，一点消息都没有，写了邮件通知换货的原因，却没有见到任何回复。为了要换货，我还要特意去跑一趟邮局。这次买书简直是受气。这样的服务也太差了。
0,一定一定不能去住，理由如下 1、管理不善，服务质量极差。我定了佰富酒店3天的房间，第二天（未到结帐时间）没有找到钥匙卡，向前台咨询该怎么办，前台先没有提供任何建议，第一句就是要求我赔偿钥匙卡50元的现金，当时气结；这还不算，当天早晨服务员帮我重做了钥匙卡，结果打不开门，我上上下下来回换了3次新的钥匙卡，还是打不开，服务员说尽快帮我解决问题，我因为当时赶时间，就先走了，可是到晚上6点多钟回来，新的钥匙卡依然打不开房门，后来交涉换房，值班经理和前厅经理一直躲着不见，为换房耽误了我将近1个小时的时间； 和我一起的同事跟我同时入住佰富，住了两晚上，此期间直到第三天结帐离开房间，都没有服务员帮忙收拾过房间！ 2、隔音效果极差，旁边工地施工打扰休息。房间隔音效果极差，电梯旁边的房间能很清楚的听到人走路、说话以及电梯开关的声音，在房间里还能听到隔壁房间的说话声，并且睡到半夜常有楼上敲地板的声音，持续不断，非常烦人；酒店后面还有工地在施工，常常早晨6－7点就开始干活，吵的人不胜其烦。
0,非常一般的酒店，房里设施很旧，房间送餐竟然要加多50%的送餐费。总之找不到好的方面来说，有其他选择就不要去了
1,"十一的时候去的洛阳,就住在这家酒店,总的感觉呢,地理位置不错门口就有去龙门石窟的公交车1元一位很方便(我打车去的也只花了30元)前台接待很热情,但缺点是房间实在是小,四星级这么小的房间有点说不过去,但房间里有电脑这点还不错."
1,通过在大饥荒中幸存的遗孤们的叙述，将一幕幕饥饿与死亡的惨烈情境撕裂在人们面前。这些以细节构成的个人故事，使那场灾难变得具体可感，逼迫活下去的人们不得不面对、反思。在中国当代文学史上，以纪实的态度，文学的形式直面书写这段‘大饥荒’历史的，这应该算第一次。我愿意把它称作为信史，称作为纪录文学。随着历史的推移，许多把肉麻当有趣的文坛泡沫都会销声匿迹，但这样的文字，将会永久地留传下去
0,光驱读盘声音像打印机 可能遗传惠普的老本行哈哈 装系统费事 格了好几次盘 最后打了一个 DOS命令 叫什么 mbr 然后重新分区 在装系统才好使
0,"1，电池不够强大,续航差点 2，内存少了点, 3，无线网络的开关不好. 4，某个键盘松动 5，offcie软件是试用版"
1,房间相当大，干净整洁。周围有很多学校住宅小吃店，比较安静，小巴知道酒店门口，交通也相当方便，推荐这里~换汇的话后门出左手边往前走拐角处有一个报摊，摊主相当风趣，rmb:hk=1：1.2，酒店换是100：97晕~
1,"服务态度不错,遇到的每一位服务人员都能主动问好,老外很多,这个酒店可能有不同层面的客房,下次咱得换个房间住住。"
0,1，整个房间找不到一个纸巾 2厕所里没有抽风机，不知道是不是以前有人投诉过抽风机吵到人家睡不着就拆了， 3煲水的水煲都没洗干净还有黑黑的水垢都有，连倒水出来哪里都还是有。 4冲凉房踏脚塑胶超级脏，黑到可以吓死人。 5电梯没有空调，在这样的大热天走进电梯没空调，焖在里面大家想想舒服吗？ 6我有一个朋友说走上楼上客房走廊好像走进桑拿了，说明走廊是多么的丑。 7我在房间用完了的纸（这里指的是写东西的纸，像有些朋友经常出差在外难免要用纸张写东西）服务生收房间竟然不放纸。 8新国际展览中心打的要12块，在展会出来打的居然没人知道那个酒店在那里，说在锦江之星哪里就有人知道，酒店在一个小巷里不好找。 有一点好，门口就是小店。交通还好。周围没什么吃饭的地方，就有一家西餐厅，老外说不好吃，酒店本身有中餐，没去吃过不知道好不好吃。房间倒是还干净。 早餐好难吃，东西又少还要20块。 酒店前台服务马马虎虎，女人去问她什么她会不理不采的，建议女性朋友不要去住。 以后不会再住这家酒店。
1,优点还真找不到啊，唯一的就是价格，系统没法用，找售后不关，说一大堆话，就是要让自己搞定。
0,可能因为本人不是在外企工作，这本书没能引起我的共鸣，不觉得像网上评论的那么吸引人，只是很平淡看完了，没什么收获。
0,我自己是不太喜欢的，如同前面一位家长的评价，有可能加重小孩子的叛逆，我家小朋友现在的新口头禅就是“XX，XX，总是XX，我才不要XX呢！”
0,这本书就是抓住了女同胞的心里，而且现在起这个名字的书可多了，这是本超烂的书，千万不要买，我后悔死了！
1,交通方便，搭机场快线香港站出来坐H1直达，步行到地铁站5分钟，门口就有叮叮车；房间虽小，但干净整洁，在香港已算不错了；周边各式餐厅很多，吃饭不成问题；酒店离金紫荆广场近，早上可以步行去看升旗仪式。
0,怎么说呢......这也叫三星？比较象招待所， 还有，井冈山的东西那可不是一般的贵！！！！！！
1,"本本外观大气时尚,性价比非常高,质量稳定,送货很快(5/2定,3号早上送到),按键也很柔和,屏幕是 三星的质量可靠 加了根2G的内存条速度很快"
0,装系统花了一点时间，不能直接使用ghost版本要先去BIOS里修改一项内容。
1,轻便，而且样子不错，速度也很快，送的内存已经装上了，杀毒软件也用上了，小黑鼠也很喜欢，不错。
1,用了一个50元券，花了2649入手的，价格而言是无敌了，当然你要是3199入手，价格上就没有优势了，产品秉承了华硕的一贯品质，各方面做工都优于MSI的，为什么要拿微星的来比较，因为之前我买过微星的U90和U100各一台，应该是具有发言权的，电池更是达到了难以想象的八小时以上，作为上网本，基本上可以横扫其他品牌了，2649的性价比超乎想象！！
0,服务差，怎麼會有一間酒店沒熱水呢?我之前看到是一月的点评说没热方不到现去还是没有，投诉说要换另一家他们居然说叫我可考芦，我马上搬去别家。
0,"我的订单号是1401482205~书倒是蛮快就收到了,可是少了一本.钱是没算啦.那这本怎么办``?"
0,键盘用起来觉得有点松，没有其他牌子感觉弹性那么好那么紧实。没有蓝牙是一大遗憾。
0,不知道怎么回事，我的触摸板很不灵敏，与我以前用的笔记本比起来，感觉灵敏度差好远。而且键盘中间是翘起来的，有棚空的感觉。还有触摸板的左右键实在太硬了。每次用力总担心把笔记本压坏。
1,我是1月6日入住华侨大厦的，来时在车上受了点风寒，入住登记时，不住的打喷嚏，总台服务员立刻关切的询问我是否感冒了？ 最让我感动的是，刚进房间，客房服务员竟然送来了一碗热腾腾的红糖姜水，这种人性化的服务真的让人感到温暖。不愧为泰安市唯一一家四星级酒店， 从酒店到岱庙步行只有五分钟的距离，还有金钥匙服务中心赠送的市区图和泰山地图。 酒店的服务，先于客人开口之前。酒店金钥匙为我们租车、订票，在回到家的第二天，我们还意外的收到了他们的问候的短信，到现在我们还是非常高兴选择了泰山华侨大厦。而且我们还约定，08年的春天带着朋友重游泰山。
1,前台没有传说的那么慢，我去的时候还可以。 整体服务还不错。 当时是3月份去的，房间有点冷，洗澡的时候直打哆嗦。 网速还可以。
0,10月5号到6号，只住一天，中午12点左右到的宾馆，竟然房间还没有收拾，屋里一股臭味，酒店理由是人员不够，收拾不过来~~无语！2点才弄好，建议大家选择别的酒店，顺便说一句，一次性拖鞋10元一双 还有酒店出门边上好像是BTV的餐厅，自助30一位，绝对超值，单点就不用了，又贵量又少。
0,价格还可以，位置也不错，就是房间装修太旧了，也不干净，还有异味！
0,"我去取货,发现降价了,郁闷,右托盘好象有点合不拢,有缝隙,开机硬盘响 那一下,声音比较大,听了不舒服.没有设相头."
1,"4000千以下的机器，估计就这一款性能最好了。 机器设计很实用，电子设备比较多，有很多指示灯，很方便。 装系统用GHOSTXP，开起IDE。 遗憾的是没开起SATA AHCI,正在研究中。。。"
0,我买了一套，是送给男朋友的妹妹！妹妹拿到很开心，立刻开始播放，可时不时总是卡碟，并且断断续续的！好像是剪辑的，并且剪的不好，衔接不上！送给妹妹，真是好没面子！
1,性价比不错，3DMark 06 5022 Cinebench R10 4021 在浏览网页情况下，电池可以支持2小时20分钟 完美屏。机器散热良好 屏是友达，2006年第一周，色彩一般。 装XP比较麻烦，驱动要用户自己去找。 触摸板离键盘太近，打字容易误触。 键盘手感一般。
1,中银大厦的前台服务态度非常好。及时帮我解决了预定问题。我很满意 保定市区最好的饭店就是中银了，四星标准。到保定，就住中银大厦把，也没有其他选择了
1,虽然白色不是我想要的，但是不显指纹，也还不错。待机时间长，电源适配器小巧。键盘舒适。
0,"房间太小,到总台拿房间居然说我没有预定,还要在打电话到携程去确认!"
1,整体上感觉还行吧，性价比较高，毕竟这个价位买到这样的机器还可以了。刚刚买，正在熟悉中
0,太大，出个12~13寸，这个配置的就爽了。 机子很厚，这点不得不提。
1,位置很好，在中山广场和卓展广场附近，有超市，但是酒店房间较小，设施老旧，有很大味道，早餐还好。
1,做工一流，外形漂亮，显卡很棒，奥特兰星品牌扬声器，手拖处有金属质感，各种接口比较齐全
0,1.购买的时候写着赠送包的，可是收到本本的时候没有包。这时去查看订单时，赠包的条款没有了。 2.刚买完就降了100.
0,定了这么久的书，没遇到这样的，舒适送给老人的，说是赠送全彩经脉图根本就没有。
0,事物比照片丑多了，家里有台灰色的，本来以为一样，结果收到是黑色的
1,装修比较新，离购物点有点距离，要出门拐右，第一条马路再拐左，大约走15分钟才到购物中心。周围有2家电器卖场，马路对面就是药店，可买片仔癀或茵胆平肝胶囊
1,星期六上午9点多定的货，当天下午4点多到手，没有任何催促，可以说是非常之快了，很感谢！
1,很好看的一篇小说，写意好可爱哦，厉择良还不错啦，人生有相遇，才是缘分，才会有一段故事。“未了情？未了情。‘叮嘱晚风轻送，柔情万千里’，这个世界究竟是有情苦呢，还是无情苦呢？只要是真心爱过，都是苦！
1,外形漂亮，虽然容易有手印，但还是很漂亮的，电池续航时间长，跟其他同类的小本比要好。
0,看来买盗版是要碰运气的，十张前四张不错，第五张不能看，还有四张图像不错，一上来也有声音，可是后面全没有声音了，呵呵。
1,屏幕不错，键盘也好用，就是感觉容易进灰尘，以后清理比较麻烦了。加了一条2G的三星内存，感觉速度还行，给我这个程序员用还凑合吧。
0,环境较差，马路噪音非常大，而且房间之间的隔音处理得不好，睡在床上能听到楼道里的讲话声。房间偏小。 另外，离机场非常远。出租司机走外环线，说是速度快，但走了40多公里。饭店周围的环境很乱。
0,"用携程那么多年,这次太让我失望了,也让我丢尽了脸.本来是想住最好的酒店,结果是一肚子火.酒店是建在居民区内的,周围环境可想而知.开业都快半年了,还是处在试营业期,房间还可以,卫生间糟糕透了.下水管排水不畅,淋浴房估计只有一个平方,而且放洗发液的地方都没有,卫生间也小的可怜,我坐在马桶上,左肩膀靠着淋浴房,右肩膀靠着卫生"
0,"我买了15册的小熊****,昨天收到书的.以前来的书偶尔也有个别图书有些陈旧的感觉,总的还是可以的.但是,这次太过分了____15本书,没有一本是干净的,其中4本是受潮后粘在一起的(书不是在路上受损的,外面的包装很好).我想问问,你们自己会把这样的书送给孩子做礼物么?我会把4本宝贵的破书寄给你们.仅仅供你们做教材,看看,以后,这样的书也可以发哦."
0,设施一般，比较旧。环境比较吵。二楼有个餐厅，人员往来较杂。 退房时，清理房间的服务员竟然诬告用了什么洁牙水，晕！真是荒唐，令人气愤！估计是这个服务员自己拿了，反过来诬告客人。 建议以后不要在房间里摆放那些收费的东西，需要什么客人可以到下面的杂货店购买，否则某些素质不高的服务员自己用了或拿了那些收费用品，搞得客人反倒恼火。
1,22号到的香港，是觉得这个酒店地址还比较好，但是没想到很失望，当时在携程预订时说了不要低楼层和要大床房，但是到了前台被告知没接到过这些要求，好不容易换了个大床房也在3楼，窗子看出去是个平台，很压抑的感觉，卫生间有股很难闻的怪味道，电视机很小很破的那种，服务也不太好，反正我觉得有受骗的感觉。。。。
0,ＸＰ的驱动不是很全，应该在改进，虽然ＸＰ要退出历史舞台，可是现在还是主流系统，sl400应该跟进。
1,装完系统和所有驱动，以及常用软件之后，感觉速度还是挺满意的。 显卡性能没的说，声卡效果也很不错，就是喇叭音质次点儿。 机器运转起来，噪音还好，不是很大。
1,很一般的四星级酒店.环境不错.房间实在不怎么样.服务还行.
0,为孩子买的，也让自己的心情能放松一些。陪儿子一起看，有更多的共同语言。我们都喜欢。
0,本书是在国学热中火起来的。真正的文化属于全人类，提倡国学的做法本身就是反文化的。在这个背景下出现的事务一定是个怪胎。
0,之前买过一次，所有书都相当不错这次怎么这样啊`三本书那质量都？？？不过内容不错哈``
0,服务态度-没有态度，也就无所谓好坏 总台看人-用眼白 门童 - 门童长什么样子，我没见过 房内 - 锁是坏的 酒店说明 - 连中文也有错（潮州在浙江），更不要说英文介绍了，哦，酒店说明本身的英文翻译就拼写错误 早餐，吃完后，又在外面找了点东西吃 房间价格：390/晚，押金800？？！！
1,记得上初中的时候，从市图书馆借来了一本草原小屋，读后爱不释手，当时还有银湖岸边和森林小屋。由于每次只能借一本，每次去借书都特别紧张，生怕下一本被别人借走了。非常喜欢罗兰（当时翻译的是劳拉）一家积极努力、乐观向上的生活态度，值得我们每个人学习。这次终于买全了一套，好高兴啊，虽然书有些小，像是儿童读物，印刷和字体倒是都很好很合适。希望大朋友们都来读读，而不是当成一套儿童读物。
0,超喜欢张爱玲，购齐了全集，还有《千疮百孔的爱》，买这本书只是为了爱玲多一些了解。有些失望。莫名的悲哀，想像中爱玲应该是金枝玉叶，虽饱受风尘之苦，却也是冰清玉洁，不想竟也碰到胡兰成这样，恶俗的混世魔王。记得看过一本和坤的书，人家虽是大贪官，却也对妻子冯氏，有情有意，有始有终，另生一种敬佩。爱玲最后也是漂泊半生，郁郁而终。生不逢时啊！
1,首先许多人说交通不便，那诸位真是坐惯地铁了，其实香港还是有很多地方并不在地铁站15分钟的步行范围内。不过离上环地铁站确实有10-15分钟的步行路程，像我们去香港天天要在各种商场里走到累个半死，回去酒店还要走10几分钟确实有点崩溃，不过，不过！有叮叮车和巴士可乘，晚上接近12点都还有，坐在叮叮车里晃荡晃荡的驶向终点是很有些意思的事情，不过要乘到中环，铜锣湾的话费时就有点太长了，所以早上出门之类的还是乘巴士或乘叮叮车到上环地铁站为佳。 旁边有很多小餐馆，在其中几家吃过早餐，中西式兼有之，味道还不错，而且价钱便宜，可以学众位街坊买张报纸去看。附近也有那么两家百佳和屈臣氏和便利店，不过都很小。 至于酒店房间，我们是没有那么好的运气被升级到全海景房，不过半海景房已经很让我们满意了，有个小冰箱，卫生间在香港的酒店里已经算豪华的了，海景无敌，很漂亮，我都想把玻璃敲碎来拍张照。床是两张单人床拼在一起。电视没几个频道，不过不影响，那几天有欧洲杯我还只看上一眼就睡着了。 服务的话，很彬彬有礼，不过大堂里所有服务人员的普通话讲的都没英文好，门童会主动帮你拿行李到大堂。有个小插曲就是上去发现门卡开不了门，遂下去问。问完换过卡上来开门一看房里全是东西，只好又下去。结果发现是写错房号了，汗。 也如各位所说的，每天把手上会有明报不过退房那天就没有。真是“让人温暖”的细节啊。房间打扫的很干净，很赞，把我随手乱放的贵重物品都摆得井井有条。 总之住过之后GF就号称以后来香港就都要住这家了。交通虽然不便，其他方面却可以弥补。
0,买了此书，装帧还行，没有彩色插页，书的文字内容略显空洞，总之在这么多类似书籍里，这个价位，还是不值得购买的。
0,是听电视台介绍才买的这本书。感觉这本书是针对外国宝宝写的，对于我自己的小孩，这本书感觉不太适合。
0,我订了二个房间。酒店隔音太差，夜间此起彼伏的开门关门声、其它房间的门铃、电话声、走廊中的交谈声。。。声声入耳！这些声音刚停歇，凌晨马路上的拖拉机、大型车辆又开始行动。整晚只睡着三四个小时！携程订房，酒店开始预留的是朝内院的窗外有大型空调机组的房间，看了前面网友评论，怕卡拉OK吵，才换到了朝马路的房间，结果还是这样，强烈建议朋友们不要再订这个酒店。同时地毯脏得出奇，上面有各种液体留下的印记（包括呕吐物）。房间还算大，床也不小，这是它的优点。 另外从酒店向东二百米处，位于钱王街与蟠龙路口有一家叫豪顶的饭店味道不错，价格也不贵，我们五个人点了十个菜、二瓶啤酒一大瓶雪碧才三百多元，还吃到了几种野菜、土鸡等。 临安大酒店看样子不错，下次可试试。
0,键盘比想象中的要烂，光驱有时候声音会比较大，摄像头是个鸡肋功能，不错有比没有好...
1,1完美屏（上帝保佑）2散热没有那么多问题3安装系统还好了，我用的是新萝卜系统3.0，然后大家可以参考http://wuyilala.com/index.php/2009/06/09/14/08/03/，注意一下“第四步”，一切就ok啦！cpu真的很强悍很强悍。
1,看了一些对这本书的评论，有些让人着急，发现一些家长在看书的时候一个很关键的问题没有注意到，就是大人的经络跟孩子是不同，千万不要用《人体经络使用手册》里的经络穴位手法来对照孩子的，对于一本书的价值，我个人觉得是“取其精华去其糟粕”，没有必要全信也没有必要一棍子打死说得一无是处。最为家长都是为孩子好，所以一些必要的医学常识家长是要掌握的，取百家之长是必须的。
0,原配的windows驱动盘不错，只是安装无线网卡遇到点麻烦，先用自带光盘上GE780到NE771都没有用。后来上网查找，才知道这款机器用的无线网卡是NE-766。再到网上搜索驱动，下载测试，OK！
0,草草通看了一遍，太一般了，和末流仅相去步武印数多，卖数也多，如此炙手不知何因，虽然出版商外加某某的热炒吹捧实在也不妨碍它成为一本快餐书忝列论注，实为末流
0,地毯很赃 床墊下的彈簧凸出來 睡得很不舒服 隔音很差 很吵 離市區有段距離 不是很方便 我覺得糟糕透了 补充点评 2007年7月2日 ： 酒店的外覌很美 很棒 但進去房間以後 大失所望 為什麼裏外會差這麼多 本來打算住二天 後來住一天就退房了
1,"漂亮...就是系统很难搞.....ghost不进去...BIOS修改IDE还是不行,后来拿安装版才装进去..."
1,1月就买了此书，常看作者的博客，买书后，基本是一气呵成的读完。作者长期研究经济，关注民生，是国家不可多得的人才。书中全面介绍了金融危机的产生，过程，对当今世界经济生活的影响，全面串联了全球货币政策、经济各个方面的战略书。对普通民众也很有启发。如对“资源为王”，人民币国际化等对国家应对危机提出很多可行的战略政策。一本及时的好书。殷切希望各级领导能好好读读。
0,这本书是我买的最糟糕的书之一，我觉得它有以下几个问题：第一，图画太小而且图画布局拥挤，不适合我的幼儿园托班阶段的女儿看，甚至连我自己看都觉得不舒服。第二，有文化差异，书里面的人物场景和图画风格都是西方的，我觉得并不适合中国的孩子认知，因为他们很难将书里的物体与现实周围的物体对应。对幼小的孩子来说，可能无法理解一些西式幽默的内涵。第三，我觉得它缺少鲜明的主题，比如其中一本讲故事的书，明显是一些故事的简单集合，故事之间没有联系，故事的主题也没有分工（比如可以分工为大自然、爱、智慧、运动等等），所以看完之后，我想不起来看了什么。
0,本来是很高兴的，结果书读了一部分，发现里面竟然有6页是空白？！晕啊，真是气没处出，网上买书有风险啊
0,低端机。散热，做工，设计，用料比高端的还是差一些的。看在价格便宜的份上就忍了吧。
1,很小巧轻薄~~是我一直所希望拥有的笔记本类型~~现在已经不喜欢玩什么游戏了~~所以上网或者看电影非常好~~qq游戏~~哈哈
